4200188973,NNX07AH22G,HQ,MASSIVE BLACK HOLE BINARIES WITH EXTREME MASS RATIOS,VASSILIKI KALOGERA,RONALD HELLINGS,NORTHWESTERN UNIVERSITY,3/16/07,2/15/07,2/14/10,AWARDED,NO,2011GReGr..43..485G,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011GReGr..43..485G?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Exploring intermediate and massive black-hole binaries with the Einstein Telescope,General Relativity and Gravitation,"Gair, Jonathan R.; Mandel, Ilya; Miller, M. Coleman; Volonteri, Marta",PI not found,REFEREED; ARTICLE,gravitational waves; stars white dwarfs; gravitational waves; stars white dwarfs; Astrophysics - Cosmology and Extragalactic Astrophysics; Astrophysics - High Energy Astrophysical Phenomena; Astrophysics - Instrumentation and Methods for Astrophysics; General Relativity and Quantum Cosmology; Intermediate mass black holes; General relativity; Gravitational waves; Structure formation; White dwarfs
4200188973,NNX07AH22G,HQ,MASSIVE BLACK HOLE BINARIES WITH EXTREME MASS RATIOS,VASSILIKI KALOGERA,RONALD HELLINGS,NORTHWESTERN UNIVERSITY,3/16/07,2/15/07,2/14/10,AWARDED,NO,2010CQGra..27h4009B,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010CQGra..27h4009B?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",The Mock LISA Data Challenges: from challenge 3 to challenge 4,Classical and Quantum Gravity,"Babak, Stanislav; Baker, John G.; Benacquista, Matthew J.; Cornish, Neil J.; Larson, Shane L.; Mandel, Ilya; McWilliams, Sean T.; Petiteau, Antoine; Porter, Edward K.; Robinson, Emma L.; Vallisneri, Michele; Vecchio, Alberto; Data Challenge Task Force, the Mock LISA; Adams, Matt; Arnaud, Keith A.; B&#322;aut, Arkadiusz; Bridges, Michael; Cohen, Michael; Cutler, Curt; Feroz, Farhan; Gair, Jonathan R.; Graff, Philip; Hobson, Mike; Shapiro Key, Joey; Kr&#243;lak, Andrzej; Lasenby, Anthony; Prix, Reinhard; Shang, Yu; Trias, Miquel; Veitch, John; Whelan, John T.; participants, the Challenge 3",PI not found,REFEREED; ARTICLE,General Relativity and Quantum Cosmology
4200188973,NNX07AH22G,HQ,MASSIVE BLACK HOLE BINARIES WITH EXTREME MASS RATIOS,VASSILIKI KALOGERA,RONALD HELLINGS,NORTHWESTERN UNIVERSITY,3/16/07,2/15/07,2/14/10,AWARDED,NO,2009CQGra..26t4009G,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009CQGra..26t4009G?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Probing seed black holes using future gravitational-wave detectors,Classical and Quantum Gravity,"Gair, Jonathan R.; Mandel, Ilya; Sesana, Alberto; Vecchio, Alberto",PI not found,REFEREED; ARTICLE,General Relativity and Quantum Cosmology; Astrophysics - Cosmology and Extragalactic Astrophysics
4200188973,NNX07AH22G,HQ,MASSIVE BLACK HOLE BINARIES WITH EXTREME MASS RATIOS,VASSILIKI KALOGERA,RONALD HELLINGS,NORTHWESTERN UNIVERSITY,3/16/07,2/15/07,2/14/10,AWARDED,NO,2009CQGra..26i4027A,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009CQGra..26i4027A?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Massive black-hole binary inspirals: results from the LISA parameter estimation taskforce,Classical and Quantum Gravity,"Arun, K. G.; Babak, Stas; Berti, Emanuele; Cornish, Neil; Cutler, Curt; Gair, Jonathan; Hughes, Scott A.; Iyer, Bala R.; Lang, Ryan N.; Mandel, Ilya; Porter, Edward K.; Sathyaprakash, Bangalore S.; Sinha, Siddhartha; Sintes, Alicia M.; Trias, Miquel; Van Den Broeck, Chris; Volonteri, Marta",PI not found,REFEREED; ARTICLE,astrophysics; General Relativity and Quantum Cosmology; Astrophysics; astrophysics
4200188973,NNX07AH22G,HQ,MASSIVE BLACK HOLE BINARIES WITH EXTREME MASS RATIOS,VASSILIKI KALOGERA,RONALD HELLINGS,NORTHWESTERN UNIVERSITY,3/16/07,2/15/07,2/14/10,AWARDED,NO,2009CQGra..26i4036M,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009CQGra..26i4036M?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Can we detect intermediate mass ratio inspirals?,Classical and Quantum Gravity,"Mandel, Ilya; Gair, Jonathan R.",PI not found,REFEREED; ARTICLE,astrophysics; General Relativity and Quantum Cosmology; Astrophysics; astrophysics
4200188973,NNX07AH22G,HQ,MASSIVE BLACK HOLE BINARIES WITH EXTREME MASS RATIOS,VASSILIKI KALOGERA,RONALD HELLINGS,NORTHWESTERN UNIVERSITY,3/16/07,2/15/07,2/14/10,AWARDED,NO,2009AAS...21344903M,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009AAS...21344903M?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Can We Detect Intermediate-mass-ratio Inspirals with LISA?,American Astronomical Society Meeting Abstracts #213,"Mandel, Ilya; Gair, J. R.",PI not found,NONARTICLE; NOT REFEREED; ABSTRACT,no keywords
4200188973,NNX07AH22G,HQ,MASSIVE BLACK HOLE BINARIES WITH EXTREME MASS RATIOS,VASSILIKI KALOGERA,RONALD HELLINGS,NORTHWESTERN UNIVERSITY,3/16/07,2/15/07,2/14/10,AWARDED,NO,2008CQGra..25r4026B,"http://labs.adsabs.harvard.edu/adsabs/api/record/2008CQGra..25r4026B?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",The Mock LISA Data Challenges: from Challenge 1B to Challenge 3,Classical and Quantum Gravity,"Babak, Stanislav; Baker, John G.; Benacquista, Matthew J.; Cornish, Neil J.; Crowder, Jeff; Larson, Shane L.; Plagnol, Eric; Porter, Edward K.; Vallisneri, Michele; Vecchio, Alberto; Data Challenge Task Force, The Mock LISA; Arnaud, Keith; Barack, Leor; B&#322;aut, Arkadiusz; Cutler, Curt; Fairhurst, Stephen; Gair, Jonathan; Gong, Xuefei; Harry, Ian; Khurana, Deepak; Kr&#243;lak, Andrzej; Mandel, Ilya; Prix, Reinhard; Sathyaprakash, B. S.; Savov, Pavlin; Shang, Yu; Trias, Miquel; Veitch, John; Wang, Yan; Wen, Linqing; Whelan, John T.; Challenge-1B participants, the",PI not found,REFEREED; ARTICLE,General Relativity and Quantum Cosmology
4200188973,NNX07AH22G,HQ,MASSIVE BLACK HOLE BINARIES WITH EXTREME MASS RATIOS,VASSILIKI KALOGERA,RONALD HELLINGS,NORTHWESTERN UNIVERSITY,3/16/07,2/15/07,2/14/10,AWARDED,NO,2008CQGra..25r4031G,"http://labs.adsabs.harvard.edu/adsabs/api/record/2008CQGra..25r4031G?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Improved time frequency analysis of extreme-mass-ratio inspiral signals in mock LISA data,Classical and Quantum Gravity,"Gair, Jonathan R.; Mandel, Ilya; Wen, Linqing",PI not found,REFEREED; ARTICLE,General Relativity and Quantum Cosmology
4200187057,NNX07AG12G,HQ,THE ROLE OF THE PLASMA SHEET IN GEOMAGNETIC STORMS,LYNN KISTLER,CHARLES HOLMES,UNIVERSITY OF NEW HAMPSHIRE,3/19/07,2/1/07,1/31/10,AWARDED,NO,2011JGRA..116.0J18Z,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011JGRA..116.0J18Z?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Shock-driven variation in ionospheric outflow during the 11 October 2001 moderate storm,Journal of Geophysical Research (Space Physics),"Zhang, J. -C.; Kistler, L. M.; Mouikis, C. G.; Matsui, H.; Klecker, B.; Dandouras, I.; Dunlop, M. W.",PI in authors,REFEREED; ARTICLE,Magnetospheric Physics: Magnetospheric configuration and dynamics; Magnetospheric Physics: Magnetic storms and substorms (4305; 7954); Magnetospheric Physics: Numerical modeling; Magnetospheric Physics: Magnetosphere/ionosphere interactions (2431); Magnetospheric Physics: Cusp
4200187057,NNX07AG12G,HQ,THE ROLE OF THE PLASMA SHEET IN GEOMAGNETIC STORMS,LYNN KISTLER,CHARLES HOLMES,UNIVERSITY OF NEW HAMPSHIRE,3/19/07,2/1/07,1/31/10,AWARDED,NO,2010JGRA..115.3209K,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010JGRA..115.3209K?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Cusp as a source for oxygen in the plasma sheet during geomagnetic storms,Journal of Geophysical Research (Space Physics),"Kistler, L. M.; Mouikis, C. G.; Klecker, B.; Dandouras, I.",PI in authors,REFEREED; ARTICLE,Magnetospheric Physics: Magnetic storms and substorms (7954); Magnetospheric Physics: Plasma sheet; Magnetospheric Physics: Plasma convection (2463); Magnetospheric Physics: Magnetosphere/ionosphere interactions (2431); Magnetospheric Physics: Cusp
4200189617,NNX07AH27G,KSC,TRANSGENIC PLANT BIOMONITORS FOR SPACE FLIGHT EXPOSURE,ROBERT J. FERL,DAVID COX,UNIVERSITY OF FLORIDA,3/19/07,3/15/07,3/14/10,AWARDED,NO,2011AdSpR..48..199F,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011AdSpR..48..199F?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",The performance of KSC Fixation Tubes with RNALater for orbital experiments: A case study in ISS operations for molecular biology,Advances in Space Research,"Ferl, Robert J.; Zupanska, Agata; Spinale, April; Reed, David; Manning-Roach, Susan; Guerra, George; Cox, David R.; Paul, Anna-Lisa",PI not found,REFEREED; ARTICLE,no keywords
4200188792,NNX07AG89G,HQ,TESTING THE STATISTICAL ISOTROPY OF THE UNIVERSE,GLENN STARKMAN,RONALD HELLINGS,CASE WESTERN RESERVE UNIVERSITY,3/20/07,2/8/07,2/7/10,AWARDED,NO,2012arXiv1211.6756Y,"http://labs.adsabs.harvard.edu/adsabs/api/record/2012arXiv1211.6756Y?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Real Space Approach to CMB deboosting,ArXiv e-prints,"Yoho, Amanda; Copi, Craig J.; Starkman, Glenn D.; Pereira, Thiago S.",PI in authors,NOT REFEREED; EPRINT,Astrophysics - Cosmology and Extragalactic Astrophysics
4200188792,NNX07AG89G,HQ,TESTING THE STATISTICAL ISOTROPY OF THE UNIVERSE,GLENN STARKMAN,RONALD HELLINGS,CASE WESTERN RESERVE UNIVERSITY,3/20/07,2/8/07,2/7/10,AWARDED,NO,2011MNRAS.418.2308M,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011MNRAS.418.2308M?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Improved constraints on cosmological parameters from Type Ia supernova data,Monthly Notices of the Royal Astronomical Society,"March, M. C.; Trotta, R.; Berkes, P.; Starkman, G. D.; Vaudrevange, P. M.",PI in authors,REFEREED; ARTICLE,methods statistical; stars novae;cataclysmic variables; cosmology cosmological parameters; methods: statistical; supernovae: general; cosmological parameters; dark energy; Astrophysics - Cosmology and Extragalactic Astrophysics; methods statistical; stars novae;cataclysmic variables; cosmology cosmological parameters
4200188792,NNX07AG89G,HQ,TESTING THE STATISTICAL ISOTROPY OF THE UNIVERSE,GLENN STARKMAN,RONALD HELLINGS,CASE WESTERN RESERVE UNIVERSITY,3/20/07,2/8/07,2/7/10,AWARDED,NO,2011MNRAS.418..505C,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011MNRAS.418..505C?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Bias in low-multipole cosmic microwave background reconstructions,Monthly Notices of the Royal Astronomical Society,"Copi, Craig J.; Huterer, Dragan; Schwarz, Dominik J.; Starkman, Glenn D.",PI in authors,REFEREED; ARTICLE,cosmology cosmic microwave background; large scale structure of universe; cosmic background radiation; large-scale structure of Universe; cosmology cosmic microwave background; large scale structure of universe
4200188792,NNX07AG89G,HQ,TESTING THE STATISTICAL ISOTROPY OF THE UNIVERSE,GLENN STARKMAN,RONALD HELLINGS,CASE WESTERN RESERVE UNIVERSITY,3/20/07,2/8/07,2/7/10,AWARDED,NO,2011APh....34..591S,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011APh....34..591S?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Missing power vs low-&#8467; alignments in the cosmic microwave background: No correlation in the standard cosmological model,Astroparticle Physics,"Sarkar, Devdeep; Huterer, Dragan; Copi, Craig J.; Starkman, Glenn D.; Schwarz, Dominik J.",PI in authors,REFEREED; ARTICLE,Astrophysics - Cosmology and Extragalactic Astrophysics
4200188792,NNX07AG89G,HQ,TESTING THE STATISTICAL ISOTROPY OF THE UNIVERSE,GLENN STARKMAN,RONALD HELLINGS,CASE WESTERN RESERVE UNIVERSITY,3/20/07,2/8/07,2/7/10,AWARDED,NO,2011MNRAS.410.2488M,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011MNRAS.410.2488M?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Should we doubt the cosmological constant?,Monthly Notices of the Royal Astronomical Society,"March, M. C.; Starkman, G. D.; Trotta, R.; Vaudrevange, P. M.",PI in authors,REFEREED; ARTICLE,methods statistical; stars novae;cataclysmic variables; cosmology cosmological parameters; methods statistical; stars novae;cataclysmic variables; cosmology cosmological parameters; methods: statistical; supernovae: type Ia; cosmological parameters; dark energy; Astrophysics - Cosmology and Extragalactic Astrophysics
4200188792,NNX07AG89G,HQ,TESTING THE STATISTICAL ISOTROPY OF THE UNIVERSE,GLENN STARKMAN,RONALD HELLINGS,CASE WESTERN RESERVE UNIVERSITY,3/20/07,2/8/07,2/7/10,AWARDED,NO,2010PhLB..692..226G,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010PhLB..692..226G?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Time-dependent fluctuations and particle production in cosmological de Sitter and anti-de Sitter spaces,Physics Letters B,"Greenwood, Eric; Dai, De Chang; Stojkovic, Dejan",PI not found,REFEREED; ARTICLE,Astrophysics - Cosmology and Extragalactic Astrophysics; General Relativity and Quantum Cosmology; High Energy Physics - Theory
4200188792,NNX07AG89G,HQ,TESTING THE STATISTICAL ISOTROPY OF THE UNIVERSE,GLENN STARKMAN,RONALD HELLINGS,CASE WESTERN RESERVE UNIVERSITY,3/20/07,2/8/07,2/7/10,AWARDED,NO,2010AdAst2010E..83C,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010AdAst2010E..83C?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Large-Angle Anomalies in the CMB,Advances in Astronomy,"Copi, Craig J.; Huterer, Dragan; Schwarz, Dominik J.; Starkman, Glenn D.",PI in authors,REFEREED; ARTICLE,Astrophysics - Cosmology and Extragalactic Astrophysics; General Relativity and Quantum Cosmology; High Energy Physics - Theory
4200187320,NNX07AG26G,GSFC,ANALYZING PERSISTENT TROPICAL AND SUB-TROPICAL PRECIPITATION VARIATIONS USING QUASI-GLOBAL SATELLITE,CHRIS FUNK,RICHARD LAWRENCE,UNIVERSITY OF CALIFORNIA,3/21/07,3/18/07,3/17/08,AWARDED,NO,2013HESS...17.1079M,"http://labs.adsabs.harvard.edu/adsabs/api/record/2013HESS...17.1079M?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Improving operational land surface model canopy evapotranspiration in Africa using a direct remote sensing approach,Hydrology and Earth System Sciences,"Marshall, M.; Tu, K.; Funk, C.; Michaelsen, J.; Williams, P.; Williams, C.; Ard&#246;, J.; Boucher, M.; Cappelaere, B.; de Grandcourt, A.; Nickless, A.; Nouvellon, Y.; Scholes, R.; Kutsch, W.",PI in authors,OPENACCESS; REFEREED; PUB_OPENACCESS; ARTICLE,no keywords
4200187320,NNX07AG26G,GSFC,ANALYZING PERSISTENT TROPICAL AND SUB-TROPICAL PRECIPITATION VARIATIONS USING QUASI-GLOBAL SATELLITE,CHRIS FUNK,RICHARD LAWRENCE,UNIVERSITY OF CALIFORNIA,3/21/07,3/18/07,3/17/08,AWARDED,NO,2012HESSD...9.1547M,"http://labs.adsabs.harvard.edu/adsabs/api/record/2012HESSD...9.1547M?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Combining surface reanalysis and remote sensing data for monitoring evapotranspiration,Hydrology and Earth System Sciences Discussions,"Marshall, M.; Tu, K.; Funk, C.; Michaelsen, J.; Williams, P.; Williams, C.; Ard&#246;, J.; Marie, B.; Cappelaere, B.; Grandcourt, A.; Nickless, A.; Nouvellon, Y.; Scholes, R.; Kutsch, W.",PI in authors,OPENACCESS; REFEREED; PUB_OPENACCESS; ARTICLE,no keywords
4200188794,NNX07AG86G,HQ,CONSTRAINING PHYSICALLY MOTIVATED GRAVITATIONAL EQUILIBRIA OF DARK MATTER HALOS,ERIC BARNES,RONALD HELLINGS,UNIVERSITY OF WISCONSIN - LA CROSSE,3/21/07,2/5/07,2/4/10,AWARDED,NO,2011DDA....42.0406B,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011DDA....42.0406B?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",The role of entropy in collisionless evolution,AAS/Division of Dynamical Astronomy Meeting #42,"Barnes, Eric",PI in authors,NONARTICLE; NOT REFEREED; ABSTRACT,no keywords
4200188794,NNX07AG86G,HQ,CONSTRAINING PHYSICALLY MOTIVATED GRAVITATIONAL EQUILIBRIA OF DARK MATTER HALOS,ERIC BARNES,RONALD HELLINGS,UNIVERSITY OF WISCONSIN - LA CROSSE,3/21/07,2/5/07,2/4/10,AWARDED,NO,2010AAS...21530205B,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010AAS...21530205B?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Entropy in Collisionless Self-gravitating Systems,American Astronomical Society Meeting Abstracts #215,"Barnes, Eric; Williams, L.",PI in authors,NONARTICLE; NOT REFEREED; ABSTRACT,no keywords
4200188794,NNX07AG86G,HQ,CONSTRAINING PHYSICALLY MOTIVATED GRAVITATIONAL EQUILIBRIA OF DARK MATTER HALOS,ERIC BARNES,RONALD HELLINGS,UNIVERSITY OF WISCONSIN - LA CROSSE,3/21/07,2/5/07,2/4/10,AWARDED,NO,2007AAS...211.2803B,"http://labs.adsabs.harvard.edu/adsabs/api/record/2007AAS...211.2803B?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Understanding the Phase-space Structure of Simulated Dark Matter Halos,American Astronomical Society Meeting Abstracts,"Barnes, Eric; Williams, L. L. R.",PI in authors,NONARTICLE; NOT REFEREED; ABSTRACT,no keywords
4200188411,NNX07AH52G,HQ,INTERPLANETARY NETWORK CATALOGS OF THE LOCALIZATIONS OF KONUS-WIND AND BEPPOSAX GAMMA-RAY BURSTS,KEVIN HURLEY,JEFFREY HAYES,UNIVERSITY OF CALIFORNIA - BERKELEY,3/21/07,2/22/07,2/21/10,AWARDED,NO,2013arXiv1301.3740P,"http://labs.adsabs.harvard.edu/adsabs/api/record/2013arXiv1301.3740P?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",IPN localizations of Konus short gamma-ray bursts,ArXiv e-prints,"Pal'shin, V. D.; Hurley, K.; Svinkin, D. S.; Aptekar, R. L.; Golenetskii, S. V.; Frederiks, D. D.; Mazets, E. P.; Oleynik, P. P.; Ulanov, M. V.; Cline, T.; Mitrofanov, I. G.; Golovin, D. V.; Kozyrev, A. S.; Litvak, M. L.; Sanin, A. B.; Boynton, W.; Fellows, C.; Harshman, K.; Trombka, J.; McClanahan, T.; Starr, R.; Goldsten, J.; Gold, R.; Rau, A.; von Kienlin, A.; Savchenko, V.; Smith, D. M.; Hajdas, W.; Barthelmy, S. D.; Cummings, J.; Gehrels, N.; Krimm, H.; Palmer, D.; Yamaoka, K.; Ohno, M.; Fukazawa, Y.; Hanabata, Y.; Takahashi, T.; Tashiro, M.; Terada, Y.; Murakami, T.; Makishima, K.; Briggs, M. S.; Kippen, R. M.; Kouveliotou, C.; Meegan, C.; Fishman, G.; Connaughton, V.; Boer, M.; Guidorzi, C.; Frontera, F.; Montanari, E.; Rossi, F.; Feroci, M.; Amati, L.; Nicastro, L.; Orlandini, M.; Connaughton, V.; Monte, Del; Costa, E.; Donnarumma, I.; Evangelista, Y.; Lapshov, I.; Lazzarotto, F.; Pacciani, L.; Rapisarda, M.; Soffitta, P.; Di Cocco, G.; Fuschino, F.; Galli, M.; Labanti, C.; Marisaldi, M.; Atteia, J. -L.; Vanderspek, R.; Ricker, G.",PI in authors,NOT REFEREED; EPRINT,Astrophysics - High Energy Astrophysical Phenomena
4200188411,NNX07AH52G,HQ,INTERPLANETARY NETWORK CATALOGS OF THE LOCALIZATIONS OF KONUS-WIND AND BEPPOSAX GAMMA-RAY BURSTS,KEVIN HURLEY,JEFFREY HAYES,UNIVERSITY OF CALIFORNIA - BERKELEY,3/21/07,2/22/07,2/21/10,AWARDED,NO,2009arXiv0907.2709H,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009arXiv0907.2709H?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",The Interplanetary Network Supplement to the HETE-2 Gamma-Ray Burst Catalog,ArXiv e-prints,"Hurley, K.; Atteia, J. -L.; Barraud, C.; Pelangeon, A.; Boer, M.; Vanderspek, R.; Ricker, G.; Mazets, E.; Golenetskii, S.; Frederiks, D. D.; Pal'shin, V. D.; Aptekar, R. L.; Smith, D. M.; Wigger, C.; Hajdas, W.; Rau, A.; von Kienlin, A.; Mitrofanov, I. G.; Golovin, D. V.; Kozyrev, A. S.; Litvak, M. L.; Sanin, A. B.; Boynton, W.; Fellows, C.; Barthelmy, K. Harshman S.; Cline, T.; Cummings, J.; Gehrels, N.; Krimm, H.; Yamaoka, K.; Ohno, M.; Fukazawa, Y.; Hanabata, Y.; Takahashi, T.; Tashiro, M.; Terada, Y.; Murakami, T.; Makishima, K.; Guidorzi, C.; Frontera, F.; Montanari, C. E.; Rossi, F.; Trombka, J.; McClanahan, T.; Goldsten, R. Starr J.; Gold, R.",PI in authors,NOT REFEREED; EPRINT,Astrophysics - High Energy Astrophysical Phenomena
4200187567,NNX07AG52G,GSFC,QUANTIFYING RING CURRENT LOSSSES DUE TO EMIC WAVE SCATTERING,MARIA SPASOJEVIC,CHARLES HOLMES,LOCKHEED MARTIN CORPORATION,3/22/07,3/1/07,2/28/10,AWARDED,NO,2011GeoRL..3823102S,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011GeoRL..3823102S?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Correspondence between a plasma-based EMIC wave proxy and subauroral proton precipitation,Geophysical Research Letters,"Spasojevic, M.; Blum, L. W.; MacDonald, E. A.; Fuselier, S. A.; Golden, D. I.",PI in authors,REFEREED; ARTICLE,Magnetospheric Physics: Energetic particles: precipitating; Magnetospheric Physics: Plasmasphere; Magnetospheric Physics: Plasma waves and instabilities (2471); Magnetospheric Physics: Radiation belts; Magnetospheric Physics: Ring current
4200187567,NNX07AG52G,GSFC,QUANTIFYING RING CURRENT LOSSSES DUE TO EMIC WAVE SCATTERING,MARIA SPASOJEVIC,CHARLES HOLMES,LOCKHEED MARTIN CORPORATION,3/22/07,3/1/07,2/28/10,AWARDED,NO,2010AnGeo..28...27S,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010AnGeo..28...27S?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Global estimates of plasmaspheric losses during moderate disturbance intervals,Annales Geophysicae,"Spasojevic, M.; Sandel, B. R.",PI in authors,OPENACCESS; REFEREED; PUB_OPENACCESS; ARTICLE,no keywords
4200187567,NNX07AG52G,GSFC,QUANTIFYING RING CURRENT LOSSSES DUE TO EMIC WAVE SCATTERING,MARIA SPASOJEVIC,CHARLES HOLMES,LOCKHEED MARTIN CORPORATION,3/22/07,3/1/07,2/28/10,AWARDED,NO,2009JGRA..11412201S,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009JGRA..11412201S?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Temporal evolution of proton precipitation associated with the plasmaspheric plume,Journal of Geophysical Research (Space Physics),"Spasojevic, M.; Fuselier, S. A.",PI in authors,REFEREED; ARTICLE,Magnetospheric Physics: Energetic particles: precipitating; Magnetospheric Physics: Plasma waves and instabilities (2471); Magnetospheric Physics: Plasmasphere; Magnetospheric Physics: Ring current; Ionosphere: Auroral ionosphere (2704)
4200187917,NNX07AG55G,HQ,PETROLOGICAL AND GEOCHEMICAL STUDIES OF IMPACT MELTS AND IMPACT BRECCIAS,DAVID KRING,DAVID LINDSTROM,UNIVERSITIES SPACE RESEARCH ASSOCIATION,3/23/07,2/12/07,2/11/10,AWARDED,NO,2011GeCoA..75.6140W,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011GeCoA..75.6140W?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",H/L chondrite LaPaz Icefield 031047 - A feather of Icarus?,Geochimica et Cosmochimica Acta,"Wittmann, Axel; Friedrich, Jon M.; Troiano, Julianne; Macke, Robert J.; Britt, Daniel T.; Swindle, Timothy D.; Weirich, John R.; Rumble, Douglas; Lasue, Jeremie; Kring, David A.",PI in authors,REFEREED; ARTICLE,no keywords
4200187917,NNX07AG55G,HQ,PETROLOGICAL AND GEOCHEMICAL STUDIES OF IMPACT MELTS AND IMPACT BRECCIAS,DAVID KRING,DAVID LINDSTROM,UNIVERSITIES SPACE RESEARCH ASSOCIATION,3/23/07,2/12/07,2/11/10,AWARDED,NO,2010M&PS...45.1868W,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010M&PS...45.1868W?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",The Ar-Ar age and petrology of Miller Range 05029: Evidence for a large impact in the very early solar system,Meteoritics and Planetary Science,"Weirich, J. R.; Wittmann, A.; Isachsen, C. E.; Rumble, D.; Swindle, T. D.; Kring, D. A.",PI in authors,REFEREED; ARTICLE,no keywords
4200187917,NNX07AG55G,HQ,PETROLOGICAL AND GEOCHEMICAL STUDIES OF IMPACT MELTS AND IMPACT BRECCIAS,DAVID KRING,DAVID LINDSTROM,UNIVERSITIES SPACE RESEARCH ASSOCIATION,3/23/07,2/12/07,2/11/10,AWARDED,NO,2010JGRE..115.7009W,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010JGRE..115.7009W?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Impact cratering on the H chondrite parent asteroid,Journal of Geophysical Research (Planets),"Wittmann, Axel; Swindle, Timothy D.; Cheek, Leah C.; Frank, Elizabeth A.; Kring, David A.",PI in authors,REFEREED; ARTICLE,planets and satellites; planets and satellites; Planetary Sciences: Solar System Objects: Asteroids; Planetary Sciences: Solid Surface Planets: Impact phenomena; cratering (6022; 8136); Geochemistry: Composition of meteorites (3662; 6240); Mineralogy and Petrology: Meteorite mineralogy and petrology (1028; Geochronology: Planetary and lunar geochronology; planets and satellites; planets and satellites
