4200176983/4200179879,NNX07AB76G,GSFC,TIMED DOPPLER INTERFEROMETER (TIDI),TIMOTHY KILLEEN,JOHN BRINTON,NCAR HIGH ALTITUDE OBSERVATORY,1/3/07,1/1/07,12/31/10,AWARDED,NO,2010JGRA..115.6313G,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010JGRA..115.6313G?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Seasonal and QBO variations in the OH nightglow emission observed by TIMED/SABER,Journal of Geophysical Research (Space Physics),"Gao, Hong; Xu, Jiyao; Wu, Qian",PI not found,REFEREED; ARTICLE,atmosphere; atmosphere; atmosphere; atmosphere; atmosphere; atmosphere; atmosphere; atmosphere; atmosphere; atmosphere; Atmospheric Composition and Structure: Airglow and aurora; Atmospheric Composition and Structure: Middle atmosphere: composition and chemistry; Atmospheric Composition and Structure: Middle atmosphere: constituent transport and chemistry (3334); Atmospheric Composition and Structure: Middle atmosphere: energy deposition (3334); Atmospheric Composition and Structure: Chemical kinetic and photochemical properties
4200176983/4200179879,NNX07AB76G,GSFC,TIMED DOPPLER INTERFEROMETER (TIDI),TIMOTHY KILLEEN,JOHN BRINTON,NCAR HIGH ALTITUDE OBSERVATORY,1/3/07,1/1/07,12/31/10,AWARDED,NO,2009JGRD..114.0I05O,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009JGRD..114.0I05O?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o","Tropospheric tides from 80 to 400 km: Propagation, interannual variability, and solar cycle effects",Journal of Geophysical Research (Atmospheres),"Oberheide, J.; Forbes, J. M.; H&#228;Usler, K.; Wu, Q.; Bruinsma, S. L.",PI not found,REFEREED; ARTICLE,nonmigrating tides; geospace; troposphere
4200178364,NNX07AC63G,GSFC,INVESTIGATION OF THE RELATIONSHIP BETWEEN CMES AND ICMES,CHIN-CHUN WU,NATCHIMUTHUK GOPALSWAMY,UNIVERSITY OF ALABAMA IN HUNTSVILLE,1/3/07,10/17/06,10/16/07,AWARDED,NO,2007SoPh..242..159W,"http://labs.adsabs.harvard.edu/adsabs/api/record/2007SoPh..242..159W?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Comparison of the Characteristics of Magnetic Clouds and Magnetic Cloud-Like Structures for the Events of 1995 - 2003,Solar Physics,"Wu, Chin-Chun; Lepping, R. P.",PI in authors,REFEREED; ARTICLE,magnetism; sun solar wind; Magnetic cloud; Solar cycle; Solar wind; magnetism; sun solar wind
4200180582,NNX07AC89G,HQ,"REMOTE SENSING METHANE EMISSIONS FIELD VALIDATION WITH SEEPAGE FROM MARINE, URBAN, AND SUBMERGED CIT",IRA LEIFER,PAULA BONTEMPI,UNIVERSITY OF CALIFORNIA,1/10/07,12/1/06,11/30/09,AWARDED,NO,2011GeoRL..3810702B,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011GeoRL..3810702B?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Detection of marine methane emissions with AVIRIS band ratios,Geophysical Research Letters,"Bradley, Eliza S.; Leifer, Ira; Roberts, Dar A.; Dennison, Philip E.; Washburn, Libe",PI in authors,REFEREED; ARTICLE,atmosphere; atmosphere; Atmospheric Composition and Structure: Air/sea constituent fluxes (3339; 4504); Biogeosciences: Remote sensing; Biogeosciences: Trace gases; Global Change: Atmosphere (0315; 0325); Marine Geology and Geophysics: Gas and hydrate systems
4200179924,NNX07AC13G,GSFC,A SELF-CONSISTENT INVESTIGATION OF SEP PRODUCTION IN GRADUAL EVENTS BASED ON REALISTIC MODELS OF TUR,ILIA ROUSSEV,MADHULIKA GUHATHAKURTA,UNIVERSITY OF HAWAII,1/11/07,1/1/07,12/31/09,AWARDED,NO,2012SoPh..279..497L,"http://labs.adsabs.harvard.edu/adsabs/api/record/2012SoPh..279..497L?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Heliospheric Observations of STEREO-Directed Coronal Mass Ejections in 2008 - 2010: Lessons for Future Observations of Earth-Directed CMEs,Solar Physics,"Lugaz, N.; Kintner, P.; M&#246;stl, C.; Jian, L. K.; Davis, C. J.; Farrugia, C. J.",PI not found,REFEREED; ARTICLE,sun corona; methods miscellaneous; Astrophysics - Solar and Stellar Astrophysics; Physics - Space Physics; Coronal mass ejections; STEREO; Heliospheric imagers; Methods; sun corona; methods miscellaneous
4200179924,NNX07AC13G,GSFC,A SELF-CONSISTENT INVESTIGATION OF SEP PRODUCTION IN GRADUAL EVENTS BASED ON REALISTIC MODELS OF TUR,ILIA ROUSSEV,MADHULIKA GUHATHAKURTA,UNIVERSITY OF HAWAII,1/11/07,1/1/07,12/31/09,AWARDED,NO,2011AdSpR..48..292L,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011AdSpR..48..292L?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Determining CME parameters by fitting heliospheric observations: Numerical investigation of the accuracy of the methods,Advances in Space Research,"Lugaz, No&#233;; Roussev, Ilia I.; Gombosi, Tamas I.",PI in authors,REFEREED; ARTICLE,no keywords
4200179924,NNX07AC13G,GSFC,A SELF-CONSISTENT INVESTIGATION OF SEP PRODUCTION IN GRADUAL EVENTS BASED ON REALISTIC MODELS OF TUR,ILIA ROUSSEV,MADHULIKA GUHATHAKURTA,UNIVERSITY OF HAWAII,1/11/07,1/1/07,12/31/09,AWARDED,NO,2011JASTP..73.1187L,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011JASTP..73.1187L?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Numerical modeling of interplanetary coronal mass ejections and comparison with heliospheric images,Journal of Atmospheric and Solar-Terrestrial Physics,"Lugaz, N.; Roussev, I. I.",PI in authors,REFEREED; ARTICLE,Astrophysics - Solar and Stellar Astrophysics; Physics - Space Physics
4200179924,NNX07AC13G,GSFC,A SELF-CONSISTENT INVESTIGATION OF SEP PRODUCTION IN GRADUAL EVENTS BASED ON REALISTIC MODELS OF TUR,ILIA ROUSSEV,MADHULIKA GUHATHAKURTA,UNIVERSITY OF HAWAII,1/11/07,1/1/07,12/31/09,AWARDED,NO,2010SoPh..267..411L,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010SoPh..267..411L?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Accuracy and Limitations of Fitting and Stereoscopic Methods to Determine the Direction of Coronal Mass Ejections from Heliospheric Imagers Observations,Solar Physics,"Lugaz, N.",PI not found,REFEREED; ARTICLE,sun corona; methods miscellaneous; sun corona; methods miscellaneous; Astrophysics - Solar and Stellar Astrophysics; Physics - Space Physics; Coronal mass ejections; STEREO; Heliospheric imagers; Methods
4200179924,NNX07AC13G,GSFC,A SELF-CONSISTENT INVESTIGATION OF SEP PRODUCTION IN GRADUAL EVENTS BASED ON REALISTIC MODELS OF TUR,ILIA ROUSSEV,MADHULIKA GUHATHAKURTA,UNIVERSITY OF HAWAII,1/11/07,1/1/07,12/31/09,AWARDED,NO,2010AIPC.1216..440L,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010AIPC.1216..440L?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Solar-Terrestrial Simulations of CMEs with a Realistic Initiation Mechanism: Case Study for Active Region 10069,Twelfth International Solar Wind Conference,"Lugaz, N.; Roussev, I. I.; Sokolov, I. V.; Jacobs, C.",PI in authors,REFEREED; TOC; INPROCEEDINGS,sun corona; mhd; sun solar wind; sun corona; electrodynamics; mhd; particles; sun solar wind; 96.60.ph; 96.60.Hv; 95.30.Qd; 94.05.Hk; 96.60.Vg; Coronal mass ejection; Electric and magnetic fields; solar magnetism; Magnetohydrodynamics and plasmas; Spacecraft/atmosphere interactions; Particle emission; solar wind; Astrophysics - Solar and Stellar Astrophysics; solar corona; solar magnetism; magnetohydrodynamics; spacecraft; solar wind; sun corona; mhd; sun solar wind; sun corona; electrodynamics; mhd; particles; sun solar wind
4200179924,NNX07AC13G,GSFC,A SELF-CONSISTENT INVESTIGATION OF SEP PRODUCTION IN GRADUAL EVENTS BASED ON REALISTIC MODELS OF TUR,ILIA ROUSSEV,MADHULIKA GUHATHAKURTA,UNIVERSITY OF HAWAII,1/11/07,1/1/07,12/31/09,AWARDED,NO,2009SoPh..256..269L,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009SoPh..256..269L?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Solar - Terrestrial Simulation in the STEREO Era: The 24 - 25 January 2007 Eruptions,Solar Physics,"Lugaz, N.; Vourlidas, A.; Roussev, I. I.; Morgan, H.",PI in authors,REFEREED; ARTICLE,sun corona; mhd; Physics - Space Physics; Coronal mass ejections (CMEs); MHD; Solar-terrestrial relation; Heliospheric observations; sun corona; mhd
4200179924,NNX07AC13G,GSFC,A SELF-CONSISTENT INVESTIGATION OF SEP PRODUCTION IN GRADUAL EVENTS BASED ON REALISTIC MODELS OF TUR,ILIA ROUSSEV,MADHULIKA GUHATHAKURTA,UNIVERSITY OF HAWAII,1/11/07,1/1/07,12/31/09,AWARDED,NO,2009IAUS..257..391L,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009IAUS..257..391L?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o","The August 24, 2002 coronal mass ejection: when a western limb event connects to earth",IAU Symposium,"Lugaz, No&#233;; Roussev, Ilia I.; Sokolov, Igor V.",PI in authors,OPENACCESS; NOT REFEREED; TOC; PUB_OPENACCESS; INPROCEEDINGS,sun coronal mass ejections; sun solar terrestrial relations; acceleration; astrophysics; Astrophysics; Sun: coronal mass ejections (CMEs); solar-terrestrial relations; acceleration of particles; sun coronal mass ejections; sun solar terrestrial relations; acceleration; astrophysics
4200180322,NNX07AC61G,GSFC,TIMED SEE ENTENDED MISSION PROPOSAL,STANLEY SOLOMON,RICHARD GOLDBERG,NATIONAL CENTER OF ATMOSPHERIC RESEARCH (NCAR),1/12/07,1/1/07,12/31/10,AWARDED,NO,2011JGRA..116.0H07S,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011JGRA..116.0H07S?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Causes of low thermospheric density during the 2007-2009 solar minimum,Journal of Geophysical Research (Space Physics),"Solomon, Stanley C.; Qian, Liying; Didkovsky, Leonid V.; Viereck, Rodney A.; Woods, Thomas N.",PI in authors,REFEREED; ARTICLE,atmosphere; atmosphere; sun general; astrophysics; atmosphere; atmosphere; sun general; astrophysics; Atmospheric Composition and Structure: Thermosphere: composition and chemistry; Atmospheric Composition and Structure: Thermosphere: energy deposition (3369); Global Change: Solar variability (7537); Solar Physics; Astrophysics; and Astronomy: Solar activity cycle (2162); and Astronomy: Solar irradiance
4200180322,NNX07AC61G,GSFC,TIMED SEE ENTENDED MISSION PROPOSAL,STANLEY SOLOMON,RICHARD GOLDBERG,NATIONAL CENTER OF ATMOSPHERIC RESEARCH (NCAR),1/12/07,1/1/07,12/31/10,AWARDED,NO,2010JGRA..11510301Q,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010JGRA..11510301Q?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Model simulation of thermospheric response to recurrent geomagnetic forcing,Journal of Geophysical Research (Space Physics),"Qian, Liying; Solomon, Stanley C.; Mlynczak, Martin G.",PI in authors,REFEREED; ARTICLE,atmosphere; sun general; astrophysics; atmosphere; density; atmosphere; sun general; astrophysics; atmosphere; density; Atmospheric Composition and Structure: Thermosphere: energy deposition (3369); Solar Physics; Astrophysics; and Astronomy: Coronal holes; Magnetospheric Physics: Solar wind/magnetosphere interactions; Atmospheric Composition and Structure: Pressure; density; and temperature
4200180322,NNX07AC61G,GSFC,TIMED SEE ENTENDED MISSION PROPOSAL,STANLEY SOLOMON,RICHARD GOLDBERG,NATIONAL CENTER OF ATMOSPHERIC RESEARCH (NCAR),1/12/07,1/1/07,12/31/10,AWARDED,NO,2010JGRA..115.9311Q,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010JGRA..115.9311Q?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Flare location on the solar disk: Modeling the thermosphere and ionosphere response,Journal of Geophysical Research (Space Physics),"Qian, Liying; Burns, Alan G.; Chamberlin, Phillip C.; Solomon, Stanley C.",PI in authors,REFEREED; ARTICLE,atmosphere; space science; atmosphere; space science; Ionosphere: Ionospheric disturbances; Atmospheric Composition and Structure: Thermosphere: energy deposition (3369); Ionosphere: Ionization processes (7823); Space Weather: Solar effects
4200180322,NNX07AC61G,GSFC,TIMED SEE ENTENDED MISSION PROPOSAL,STANLEY SOLOMON,RICHARD GOLDBERG,NATIONAL CENTER OF ATMOSPHERIC RESEARCH (NCAR),1/12/07,1/1/07,12/31/10,AWARDED,NO,2010GeoRL..3716103S,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010GeoRL..3716103S?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Anomalously low solar extreme-ultraviolet irradiance and thermospheric density during solar minimum,Geophysical Research Letters,"Solomon, Stanley C.; Woods, Thomas N.; Didkovsky, Leonid V.; Emmert, John T.; Qian, Liying",PI in authors,REFEREED; ARTICLE,sun general; astrophysics; atmosphere; atmosphere; sun general; astrophysics; atmosphere; atmosphere; Solar Physics; Astrophysics; and Astronomy: Solar irradiance; Atmospheric Composition and Structure: Thermosphere: composition and chemistry; Atmospheric Composition and Structure: Thermosphere: energy deposition (3369); Global Change: Solar variability (7537); and Astronomy: Solar activity cycle (2162)
4200180322,NNX07AC61G,GSFC,TIMED SEE ENTENDED MISSION PROPOSAL,STANLEY SOLOMON,RICHARD GOLDBERG,NATIONAL CENTER OF ATMOSPHERIC RESEARCH (NCAR),1/12/07,1/1/07,12/31/10,AWARDED,NO,2009JASTP..71.1592Q,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009JASTP..71.1592Q?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",The effect of carbon dioxide cooling on trends in the F2-layer ionosphere,Journal of Atmospheric and Solar-Terrestrial Physics,"Qian, Liying; Burns, Alan G.; Solomon, Stanley C.; Roble, Raymond G.",PI in authors,REFEREED; ARTICLE,plasmas; plasmas; Ionospheric trends; Greenhouse effect; Photochemical forcing; Dynamical forcing; Composition (O/N2); Plasma transport
4200180322,NNX07AC61G,GSFC,TIMED SEE ENTENDED MISSION PROPOSAL,STANLEY SOLOMON,RICHARD GOLDBERG,NATIONAL CENTER OF ATMOSPHERIC RESEARCH (NCAR),1/12/07,1/1/07,12/31/10,AWARDED,NO,2009JGRA..114.1312Q,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009JGRA..114.1312Q?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Seasonal variation of thermospheric density and composition,Journal of Geophysical Research (Space Physics),"Qian, Liying; Solomon, Stanley C.; Kane, Timothy J.",PI in authors,REFEREED; ARTICLE,atmosphere; atmosphere; atmosphere; atmosphere; atmosphere; density; Atmospheric Processes: Mesospheric dynamics; Atmospheric Processes: Thermospheric dynamics (0358); Atmospheric Processes: Turbulence (4490); Atmospheric Composition and Structure: Thermosphere: composition and chemistry; Atmospheric Composition and Structure: Pressure; density; and temperature; atmosphere; atmosphere; atmosphere; atmosphere; atmosphere; density
4200180737,NNX07AC65G,GSFC,FINAL ATIC LDB FLIGHT AND ANALYSIS,JOHN WEFEL,VERNON JONES,BOARD OF SUPERVISORS OF LA STATE UNIVERSITY,1/12/07,2/1/07,1/31/09,AWARDED,NO,2010HEAD...11.2604W,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010HEAD...11.2604W?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",The ATIC and HESS Experiments,AAS/High Energy Astrophysics Division #11,"Wefel, John P.",PI in authors,NONARTICLE; NOT REFEREED; INPROCEEDINGS,no keywords
4200181761,NNX07AD20A,LaRC,06-SSRW-06-0012 CONTROL OF VIBRATION TRANSMISSION AND INTERIOR NOISE RADIATION OF COMPOSITE SHELLS W,MASSIMO RUZZENE,RANDOLPH CABELL,GEORGIA INSTITUTE OF TECHNOLOGY,1/12/07,1/1/07,12/31/09,AWARDED,NO,2010JSV...329.3632C,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010JSV...329.3632C?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Periodic shunted arrays for the control of noise radiation in an enclosure,Journal of Sound Vibration,"Casadei, Filippo; Dozio, Lorenzo; Ruzzene, Massimo; Cunefare, Kenneth A.",PI in authors,REFEREED; ARTICLE,no keywords
4200180290,NNX07AC55G,GSFC,ENERGY TRANSFER IN THE THERMOSPHERE AND MESOPHERE,STAN SOLOMON,RICHARD GOLDBERG,"NATIONAL CENTER FOR ATMOSPHERIC RESEARCH, BOULDER",1/16/07,1/1/07,12/31/07,AWARDED,NO,2010JGRA..11510301Q,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010JGRA..11510301Q?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Model simulation of thermospheric response to recurrent geomagnetic forcing,Journal of Geophysical Research (Space Physics),"Qian, Liying; Solomon, Stanley C.; Mlynczak, Martin G.",PI in authors,REFEREED; ARTICLE,atmosphere; sun general; astrophysics; atmosphere; density; atmosphere; sun general; astrophysics; atmosphere; density; Atmospheric Composition and Structure: Thermosphere: energy deposition (3369); Solar Physics; Astrophysics; and Astronomy: Coronal holes; Magnetospheric Physics: Solar wind/magnetosphere interactions; Atmospheric Composition and Structure: Pressure; density; and temperature
4200180290,NNX07AC55G,GSFC,ENERGY TRANSFER IN THE THERMOSPHERE AND MESOPHERE,STAN SOLOMON,RICHARD GOLDBERG,"NATIONAL CENTER FOR ATMOSPHERIC RESEARCH, BOULDER",1/16/07,1/1/07,12/31/07,AWARDED,NO,2009JASTP..71.1592Q,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009JASTP..71.1592Q?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",The effect of carbon dioxide cooling on trends in the F2-layer ionosphere,Journal of Atmospheric and Solar-Terrestrial Physics,"Qian, Liying; Burns, Alan G.; Solomon, Stanley C.; Roble, Raymond G.",PI in authors,REFEREED; ARTICLE,plasmas; plasmas; Ionospheric trends; Greenhouse effect; Photochemical forcing; Dynamical forcing; Composition (O/N2); Plasma transport
4200180290,NNX07AC55G,GSFC,ENERGY TRANSFER IN THE THERMOSPHERE AND MESOPHERE,STAN SOLOMON,RICHARD GOLDBERG,"NATIONAL CENTER FOR ATMOSPHERIC RESEARCH, BOULDER",1/16/07,1/1/07,12/31/07,AWARDED,NO,2009JGRA..114.1312Q,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009JGRA..114.1312Q?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Seasonal variation of thermospheric density and composition,Journal of Geophysical Research (Space Physics),"Qian, Liying; Solomon, Stanley C.; Kane, Timothy J.",PI in authors,REFEREED; ARTICLE,atmosphere; atmosphere; atmosphere; atmosphere; atmosphere; density; Atmospheric Processes: Mesospheric dynamics; Atmospheric Processes: Thermospheric dynamics (0358); Atmospheric Processes: Turbulence (4490); Atmospheric Composition and Structure: Thermosphere: composition and chemistry; Atmospheric Composition and Structure: Pressure; density; and temperature; atmosphere; atmosphere; atmosphere; atmosphere; atmosphere; density
4200179494,NNX07AB46A,LaRC,PREDICTION OF STABLE TEARING ALONG ARBITRARY 3D CRACK SURFACES IN METALLIC STRUCTURES,MICHAEL SUTTON,STEPHEN W. SMITH,UNIVERSITY OF SOUTH CAROLINA,1/17/07,10/17/06,10/16/09,AWARDED,NO,2008OptLE..46..848S,"http://labs.adsabs.harvard.edu/adsabs/api/record/2008OptLE..46..848S?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Corrigendum to: &#8216;&#8216;The effect of out of plane motion on 2D and 3D digital image correlation measurements&#8221; [Opt. Lasers Eng. 46(10)],Optics and Lasers in Engineering,"Sutton, M. A.; Yan, J. H.; Tiwari, V.; Schreier, H. W.; Orteu, J. J.",PI in authors,REFEREED; ARTICLE,no keywords
4200183109,NNX07AC27A,LaRC,06-HYP-06-0010 DEVELOPMENT OF HYBRID LARGE-EDDY/REYNOLDS-AVERAGED NAVIER-STOKES METHODS FOR HIGH-SPE,JACK EDWARDS,ROBERT BAURLE,NORTH CAROLINA STATE UNIVERSITY,1/17/07,1/4/07,1/3/10,AWARDED,NO,2008PrAeS..44..447E,"http://labs.adsabs.harvard.edu/adsabs/api/record/2008PrAeS..44..447E?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Numerical simulations of shock/boundary layer interactions using time-dependent modeling techniques: A survey of recent results,Progress in Aerospace Sciences,"Edwards, Jack R.",PI in authors,REFEREED; ARTICLE,no keywords
4200176988/4200179906,NNX07AB68G,GSFC,TIMED-SOLAR EXTREME-ULTRAVIOLET EXPERIMENT - PHASE E,THOMAS WOODS,RICHARD GOLDBERG,UNIVERSITY OF COLORADO BOULDER,1/18/07,1/1/07,12/31/10,AWARDED,NO,2008SoPh..250..235W,"http://labs.adsabs.harvard.edu/adsabs/api/record/2008SoPh..250..235W?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",XUV Photometer System (XPS): Improved Solar Irradiance Algorithm Using CHIANTI Spectral Models,Solar Physics,"Woods, Thomas N.; Chamberlin, Phillip C.; Peterson, W. K.; Meier, R. R.; Richards, Phil G.; Strickland, Douglas J.; Lu, Gang; Qian, Liying; Solomon, Stanley C.; Iijima, B. A.; Mannucci, A. J.; Tsurutani, B. T.",PI in authors,OPENACCESS; REFEREED; PUB_OPENACCESS; ARTICLE,no keywords
4200180288,NNX07AC57G,GSFC,TIMED-PHASE E GUVI INSTRUMENT MO&DA,LARRY PAXTON,RICHARD GOLDBERG,JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LAB,1/19/07,1/1/07,12/31/10,AWARDED,NO,2011JGRA..116.0H02Z,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011JGRA..116.0H02Z?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Long-term variation in the thermosphere: TIMED/GUVI observations,Journal of Geophysical Research (Space Physics),"Zhang, Y.; Paxton, Larry J.",PI in authors,REFEREED; ARTICLE,atmosphere; atmosphere; atmosphere; sun general; astrophysics; atmosphere; atmosphere; atmosphere; sun general; astrophysics; Atmospheric Composition and Structure: Thermosphere: composition and chemistry; Atmospheric Processes: Remote sensing (4337); Atmospheric Processes: Thermospheric dynamics (0358); Solar Physics; Astrophysics; and Astronomy: Solar irradiance
4200180288,NNX07AC57G,GSFC,TIMED-PHASE E GUVI INSTRUMENT MO&DA,LARRY PAXTON,RICHARD GOLDBERG,JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LAB,1/19/07,1/1/07,12/31/10,AWARDED,NO,2011JGRA..116.2218C,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011JGRA..116.2218C?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Space Technology 5 multipoint observations of transpolar arc-related field-aligned currents,Journal of Geophysical Research (Space Physics),"Cumnock, J. A.; Le, G.; Imber, S.; Slavin, J. A.; Zhang, Y.; Paxton, L. J.",PI in authors,REFEREED; ARTICLE,Magnetospheric Physics: Magnetosphere/ionosphere interactions (2431); Magnetospheric Physics: Field-aligned currents and current systems (2409); Magnetospheric Physics: Auroral phenomena (2407)
4200180288,NNX07AC57G,GSFC,TIMED-PHASE E GUVI INSTRUMENT MO&DA,LARRY PAXTON,RICHARD GOLDBERG,JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LAB,1/19/07,1/1/07,12/31/10,AWARDED,NO,2010GeoRL..3717103Z,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010GeoRL..3717103Z?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Thermospheric composition variations due to nonmigrating tides and their effect on ionosphere,Geophysical Research Letters,"Zhang, Yongliang; England, Scott; Paxton, Larry J.",PI in authors,REFEREED; ARTICLE,atmosphere; atmosphere; atmosphere; atmosphere; Atmospheric Composition and Structure: Thermosphere: composition and chemistry; Atmospheric Composition and Structure: Airglow and aurora; Ionosphere: Ionosphere/atmosphere interactions (0335)
4200180305,NNX07AB91A,GRC,"HIGH-FIDELITY NUMERICAL SIMULATIONS IN JET AEROACOUSTICS WITH APPLICATION TO CHEVRON NOZZLES, SSFW-0",MOHAMMED HUSSAINI,NICHOLAS GEORGIADIS,FLORIDA STATE UNIVERSITY,1/20/07,1/16/07,1/15/10,AWARDED,NO,2011JCoPh.230.3178B,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011JCoPh.230.3178B?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Adaptive mesh redistribution method for domains with complex boundaries,Journal of Computational Physics,"Bin, Jonghoon; Uzun, Ali; Yousuff Hussaini, M.",PI in authors,REFEREED; ARTICLE,no keywords
4200180341,NNX07AC88A,GRC,06-SUP-06-0087 A COMPREHENSIVE MODEL FOR THE PREDICTION OF SUPERSONIC JET NOISE,PHILIP MORRIS,MILO DAHL,PENNSYLVANIA STATE UNIVERSITY,1/20/07,12/28/06,12/27/09,AWARDED,NO,2010JSV...329..394M,"http://labs.adsabs.harvard.edu/adsabs/api/record/2010JSV...329..394M?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",Velocity measurements in jets with application to noise source modeling,Journal of Sound Vibration,"Morris, Philip J.; Zaman, K. B. M. Q.",PI in authors,REFEREED; ARTICLE,no keywords
4200181338,NNX07AD10A,GRC,06-HYP-06-0092 ADVANCED MULTI-SCALE COMPUTATIONAL METHODS FOR HYPERSONIC PROBLEM,JOSEPH POWERS,JINHO LEE,UNIVERSITY OF NOTRE DAME DU LAC,1/20/07,1/2/07,1/1/10,AWARDED,NO,2009JCoPh.228.4665V,"http://labs.adsabs.harvard.edu/adsabs/api/record/2009JCoPh.228.4665V?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",The G-Scheme: A framework for multi-scale adaptive model reduction,Journal of Computational Physics,"Valorani, M.; Paolucci, S.",PI not found,REFEREED; ARTICLE,methods analytical; methods numerical; astrochemistry; 02.30.Hq; 02.30.Jr; 02.60.-x; 02.70.2c; 47.70.Fw; 82.40.-g; Ordinary differential equations; Partial differential equations; Numerical approximation and analysis; Chemically reactive flows; Chemical kinetics and reactions: special regimes and techniques; methods analytical; methods numerical; astrochemistry
4200185632,NNX07AC31A,LaRC,06-HYP-06-0043 HIGH ORDER SPATIAL AND TEMPORAL METHODS FOR SIMULATION AND SENSITIVITY ANALYSIS OF HI,DIMITRI MAVRIPLIS,JAMES THOMAS,UNIVERSITY OF WYOMING,1/21/07,1/19/07,1/18/10,AWARDED,NO,2011JCoPh.230.4285M,"http://labs.adsabs.harvard.edu/adsabs/api/record/2011JCoPh.230.4285M?fl=author,pub,aff,property,keyword,title&dev_key=8IIQgx5DrWZBwr2o",On the geometric conservation law for high-order discontinuous Galerkin discretizations on dynamically deforming meshes,Journal of Computational Physics,"Mavriplis, Dimitri J.; Nastase, Cristian R.",PI in authors,REFEREED; ARTICLE,no keywords
